Game,Developer,Publisher,Type,Score,Raw Text,Processed Tokens,Processed Text,Numeric_Score,Sentiment Score,Sentiment Category,Sentiment_story_narrative,Sentiment_characters_world,Sentiment_visuals_art,Sentiment_audio_music,Sentiment_gameplay_mechanics,Sentiment_controls_camera,Sentiment_difficulty_balance,Sentiment_performance_bugs,Sentiment_ui_qol,Sentiment_content_replay,Sentiment_multiplayer_online,Sentiment_monetization_value
Battlestations: Pacific,Eidos Interactive,"Eidos Interactive, Square Enix, Spike",Critic,83.0,"Battlestations Pacific is a really accessible and fun game, having the ability to play both the Japanese and American campaigns also adds to the overall value.","['really', 'accessible', 'fun', 'game', 'ability', 'play', 'japanese', 'american', 'campaign', 'also', 'add', 'overall', 'value']",really accessible fun game ability play japanese american campaign also add overall value,83.0,0.8055,Positive,,,,,,,,,,0.8055,,0.8055
Battlestations: Pacific,Eidos Interactive,"Eidos Interactive, Square Enix, Spike",Critic,90.0,What Battlestations Pacific delivers is something that is all too rare these days. This is a game that's fun and action-packed without treating the customer like a fool. The blend of realism and arcade fun is beautifully balanced - think of this as the warfare equivalent of Project Gotham Racing.,"['delivers', 'something', 'rare', 'day', 'game', 'fun', 'without', 'treating', 'customer', 'like', 'fool', 'blend', 'realism', 'arcade', 'fun', 'beautifully', 'balanced', 'think', 'warfare', 'equivalent', 'project', 'gotham', 'racing']",delivers something rare day game fun without treating customer like fool blend realism arcade fun beautifully balanced think warfare equivalent project gotham racing,90.0,0.8271,Positive,,,,,,,0.7003,,0.7003,,,
Battlestations: Pacific,Eidos Interactive,"Eidos Interactive, Square Enix, Spike",User,5.0,I am playing as a bomber bombing the Yomato ok? I hit the drop bomb button and it doesn’t drop a bomb. And it’s very annoying when I am shooting a plane directly with Anti Air Flak and it’s taking no damage. Also when I am dropping 74 million bombs on a ship and it doesn’t care like Jeez dude. Everything else I mostly okay.,"['playing', 'bomber', 'bombing', 'yomato', 'ok', 'hit', 'drop', 'bomb', 'button', 'drop', 'bomb', 'annoying', 'shooting', 'plane', 'directly', 'anti', 'air', 'flak', 'taking', 'damage', 'also', 'dropping', 'million', 'bomb', 'ship', 'care', 'like', 'jeez', 'dude', 'everything', 'else', 'mostly', 'okay']",playing bomber bombing yomato ok hit drop bomb button drop bomb annoying shooting plane directly anti air flak taking damage also dropping million bomb ship care like jeez dude everything else mostly okay,5.0,-0.8883,Negative,,,,0.2263,-0.8655,,-0.08585000000000004,,,,0.6908,
Battlestations: Pacific,Eidos Interactive,"Eidos Interactive, Square Enix, Spike",User,9.0,I found that this game offered a lot of variety in how each unit handles and the overall enjoyment of the game. I tried this game originally on the Demo (Which I feel was extremely generous in terms of content) and was a blast through and through.,"['found', 'game', 'offered', 'lot', 'variety', 'unit', 'handle', 'overall', 'enjoyment', 'game', 'tried', 'game', 'originally', 'demo', 'feel', 'extremely', 'generous', 'term', 'content', 'blast']",found game offered lot variety unit handle overall enjoyment game tried game originally demo feel extremely generous term content blast,9.0,0.8016,Positive,,,,,,,,,,0.5568500000000001,,
Battlestations: Pacific,Eidos Interactive,"Eidos Interactive, Square Enix, Spike",User,8.0,"Definitely an improvement on Battlestations Midway in several aspects, yet the two are different experiences. Pacific is more arcade than serious, as planes re-arm in the air rather than return to base. That Midway magic is gone, where you knew if you missed your torpedo then you had wasted a plane trip. If you want an easy to enjoy game, Pacific has the quality. If you want intense moments and punishing situations then stick with Midway. I'd give it a 7/10 if there were better games in the genre.","['definitely', 'improvement', 'midway', 'several', 'aspect', 'yet', 'two', 'different', 'experience', 'arcade', 'serious', 'plane', 'air', 'rather', 'return', 'base', 'midway', 'magic', 'gone', 'knew', 'missed', 'torpedo', 'wasted', 'plane', 'trip', 'want', 'easy', 'enjoy', 'game', 'quality', 'want', 'intense', 'moment', 'punishing', 'situation', 'stick', 'midway', 'give', 'better', 'game', 'genre']",definitely improvement midway several aspect yet two different experience arcade serious plane air rather return base midway magic gone knew missed torpedo wasted plane trip want easy enjoy game quality want intense moment punishing situation stick midway give better game genre,8.0,0.8669,Positive,,,,,,,0.46425000000000005,,,,,
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",Critic,82.0,"The score reflects more the quality of the engine rather than the gameplay, but I liked the game well enough, and there is such a dearth of other adventures out there, that it’s a game worth owning if you enjoy the genre.","['score', 'reflects', 'quality', 'engine', 'rather', 'gameplay', 'liked', 'game', 'well', 'enough', 'dearth', 'game', 'worth', 'owning', 'enjoy', 'genre']",score reflects quality engine rather gameplay liked game well enough dearth game worth owning enjoy genre,82.0,0.8922,Positive,,,0.8922,,0.8922,,,,,,,0.8922
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",Critic,76.0,Brings the adventure much needed color and style; but in the end it succumbs to the same faults as other games before it.,"['brings', 'much', 'needed', 'color', 'style', 'end', 'succumbs', 'fault', 'game']",brings much needed color style end succumbs fault game,76.0,-0.631,Negative,,,-0.631,,,,,,,,,
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",Critic,90.0,"There's no way around it: Runaway is an instant classic, and an absolute must-own for all adventure game fans.","['way', 'around', 'instant', 'classic', 'absolute', 'game', 'fan']",way around instant classic absolute game fan,90.0,-0.296,Negative,,,,,,,,,,,,
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",User,6.0,"A light-haired man out traveling meets a dark-haired woman and goes on a global adventure involving an old artifact. Sound familiar? No, this isn’t Broken Sword, though the first game in that series did come first. This is Runaway: A Road Adventure, featuring the exploits of Brian Basco, college student, and Gina Timmins, a lounge singer (actually a stripper) who witnessed a murder by the mafia. While the gameplay and mechanics are a typical point  click affair, the story and characters are very colorful and engaging. For a game that had trouble before, during, and after production, it’s pretty amazing that it was ever released. Though it equal parts surprised and disappointed me, I enjoyed it and can see why it did so well in Spain and, eventually, the US.
Let’s start with Brian. He’s supposed to be a nerd, but I never really got that impression. Sure he’s rather smart and wears glasses, but he seems more like a regular guy. Maybe it’s because of how he’s designed. If the developers were going for a stereotypical nerd look, they would’ve made him much skinnier. I saw a comment on Twitter that described another character as a nerd wearing a varsity jacket,’ and I think this explains Brian pretty well. He was initially going to college to study applied physics, after all. And the way he solves some of the game’s puzzles could only happen with some clever, creative thinking. Even though the story is linear and Brian can’t die, you still feel a sense of urgency when combining items together knowing the Mafia could show up at any minute. Something I appreciated about Brian is that he wasn’t the typical man some adventure games have. He effortlessly stitched a basketball, wasn’t afraid to carry around some lipstick, and treated three drag queens with respect. That’s impressive, considering this was 2001.
I was also impressed by the backgrounds in this game, though they did seem a little busy. From Manhattan to Arizona, there was always something to look at. Even something as simple as a bathroom had multiple items in it. One of the more detailed places was the Museum of Archeology and Natural History. There were some dinosaur skeletons on display, and you could practically count every single bone. And the artifact restoration room was filled with shelves of items and various gadgets from floor to ceiling. The analyses laboratory didn’t skimp on crazy details either, what with all the computers and scanners and such. Though the characters stood out from the backgrounds, given how they were animated, you still really felt like you were in the same places. I hope the people who worked on the backgrounds were paid well enough.
So where did Runaway: A Road Adventure fall short? Sigh, where do I even begin? A lot of this is product of its time’ stuff but should still be talked about. There was a short, black man who was an informant for the Mafia with the nickname Munchkin Bob.’ Calling a little person that can be considered both infantilizing and dehumanizing. Also, and this is a great personal grievance of mine, Native Americas were constantly referred to as Indians throughout the game. And this is after Brian actually called them Native Americans to start with. As if things couldn’t get offensive enough, he meets a character named Joshua in the desert who’s a horribly racist Japanese stereotype. Fake accent, buck teeth, ill-fitting clothes, the works. And this is from a game company in Spain. You would expect this sort of thing from America, but apparently, it’s a global problem. The stiff, robotic animation is a whole other argument, but that mostly can be forgiven due to the fact that a, it’s 2001, and b, the developers at Pendulo Studios were in constant financial crisis.
Other missteps include having to go pixel hunting for certain objects, as they blend with the backgrounds a little too well, along with some of the puzzles not being solved in a logical way. There’s a lot of trial and error trying to figure out what combines and what doesn’t, which takes away from enjoying the game. Plus, when planning to save Gina in the desert, Brian repeats the plan the more items he gets to help him enact it. Like, you don’t need to repeat the whole plan every single time, just mention the new parts. Players are smarter than you think. And Brian gave up on Gina a little too quickly after she fell down a hole. At least try to look for her first before thinking she’s dead. Speaking of Gina, while I wasn’t thrilled with her outfit choices (especially in the desert; seriously, boobs can get sunburnt too), the fact that she was more of a plot device than a character didn’t do her justice. If Brian hadn’t accidently hit her with his car, they never would’ve met and she probably would’ve died. She goes through so much throughout the course of the game and yet she’s regulated to a secondary character. There’s more to her than just looks, and I find myself wondering how things would’ve been different if she was the protagonist.","['man', 'traveling', 'meet', 'woman', 'go', 'global', 'involving', 'old', 'artifact', 'sound', 'familiar', 'broken', 'sword', 'though', 'first', 'game', 'series', 'come', 'first', 'featuring', 'exploit', 'brian', 'basco', 'college', 'student', 'gina', 'timmins', 'lounge', 'singer', 'actually', 'stripper', 'witnessed', 'murder', 'mafia', 'gameplay', 'mechanic', 'typical', 'point', 'click', 'affair', 'story', 'character', 'colorful', 'engaging', 'game', 'trouble', 'production', 'pretty', 'amazing', 'ever', 'released', 'though', 'equal', 'part', 'surprised', 'disappointed', 'enjoyed', 'see', 'well', 'spain', 'eventually', 'u', 'let', 'start', 'brian', 'supposed', 'nerd', 'never', 'really', 'got', 'impression', 'sure', 'rather', 'smart', 'wear', 'glass', 'seems', 'like', 'regular', 'guy', 'maybe', 'designed', 'developer', 'going', 'stereotypical', 'nerd', 'look', 'would', 'made', 'much', 'skinnier', 'saw', 'comment', 'twitter', 'described', 'another', 'character', 'nerd', 'wearing', 'varsity', 'jacket', 'think', 'explains', 'brian', 'pretty', 'well', 'initially', 'going', 'college', 'study', 'applied', 'physic', 'way', 'solves', 'game', 'puzzle', 'could', 'happen', 'clever', 'creative', 'thinking', 'even', 'though', 'story', 'linear', 'brian', 'die', 'still', 'feel', 'sense', 'urgency', 'combining', 'item', 'together', 'knowing', 'mafia', 'could', 'show', 'minute', 'something', 'appreciated', 'brian', 'typical', 'man', 'game', 'effortlessly', 'stitched', 'basketball', 'afraid', 'carry', 'around', 'lipstick', 'treated', 'three', 'drag', 'queen', 'respect', 'impressive', 'considering', 'also', 'impressed', 'background', 'game', 'though', 'seem', 'little', 'busy', 'manhattan', 'arizona', 'always', 'something', 'look', 'even', 'something', 'simple', 'bathroom', 'multiple', 'item', 'one', 'detailed', 'place', 'museum', 'archeology', 'natural', 'history', 'dinosaur', 'skeleton', 'display', 'could', 'practically', 'count', 'every', 'single', 'bone', 'artifact', 'restoration', 'room', 'filled', 'shelf', 'item', 'various', 'gadget', 'floor', 'ceiling', 'analysis', 'laboratory', 'skimp', 'crazy', 'detail', 'either', 'computer', 'scanner', 'though', 'character', 'stood', 'background', 'given', 'animated', 'still', 'really', 'felt', 'like', 'place', 'hope', 'people', 'worked', 'background', 'paid', 'well', 'enough', 'fall', 'short', 'sigh', 'even', 'begin', 'lot', 'product', 'time', 'stuff', 'still', 'talked', 'short', 'black', 'man', 'informant', 'mafia', 'nickname', 'munchkin', 'calling', 'little', 'person', 'considered', 'infantilizing', 'dehumanizing', 'also', 'great', 'personal', 'grievance', 'mine', 'native', 'america', 'constantly', 'referred', 'indian', 'throughout', 'game', 'brian', 'actually', 'called', 'native', 'american', 'start', 'thing', 'get', 'offensive', 'enough', 'meet', 'character', 'named', 'joshua', 'desert', 'horribly', 'racist', 'japanese', 'stereotype', 'fake', 'accent', 'buck', 'teeth', 'clothes', 'work', 'game', 'company', 'spain', 'would', 'expect', 'sort', 'thing', 'america', 'apparently', 'global', 'problem', 'stiff', 'robotic', 'animation', 'whole', 'argument', 'mostly', 'forgiven', 'due', 'fact', 'b', 'developer', 'pendulo', 'studio', 'constant', 'financial', 'crisis', 'misstep', 'include', 'go', 'pixel', 'hunting', 'certain', 'object', 'blend', 'background', 'little', 'well', 'along', 'puzzle', 'solved', 'logical', 'way', 'lot', 'trial', 'error', 'trying', 'figure', 'combine', 'take', 'away', 'enjoying', 'game', 'plus', 'planning', 'save', 'gina', 'desert', 'brian', 'repeat', 'plan', 'item', 'get', 'help', 'enact', 'like', 'need', 'repeat', 'whole', 'plan', 'every', 'single', 'time', 'mention', 'new', 'part', 'player', 'smarter', 'think', 'brian', 'gave', 'gina', 'little', 'quickly', 'fell', 'hole', 'least', 'try', 'look', 'first', 'thinking', 'dead', 'speaking', 'gina', 'thrilled', 'outfit', 'choice', 'especially', 'desert', 'seriously', 'boob', 'get', 'sunburnt', 'fact', 'plot', 'device', 'character', 'justice', 'brian', 'accidently', 'hit', 'car', 'never', 'would', 'met', 'probably', 'would', 'died', 'go', 'much', 'throughout', 'course', 'game', 'yet', 'regulated', 'secondary', 'character', 'look', 'find', 'wondering', 'thing', 'would', 'different', 'protagonist']",man traveling meet woman go global involving old artifact sound familiar broken sword though first game series come first featuring exploit brian basco college student gina timmins lounge singer actually stripper witnessed murder mafia gameplay mechanic typical point click affair story character colorful engaging game trouble production pretty amazing ever released though equal part surprised disappointed enjoyed see well spain eventually u let start brian supposed nerd never really got impression sure rather smart wear glass seems like regular guy maybe designed developer going stereotypical nerd look would made much skinnier saw comment twitter described another character nerd wearing varsity jacket think explains brian pretty well initially going college study applied physic way solves game puzzle could happen clever creative thinking even though story linear brian die still feel sense urgency combining item together knowing mafia could show minute something appreciated brian typical man game effortlessly stitched basketball afraid carry around lipstick treated three drag queen respect impressive considering also impressed background game though seem little busy manhattan arizona always something look even something simple bathroom multiple item one detailed place museum archeology natural history dinosaur skeleton display could practically count every single bone artifact restoration room filled shelf item various gadget floor ceiling analysis laboratory skimp crazy detail either computer scanner though character stood background given animated still really felt like place hope people worked background paid well enough fall short sigh even begin lot product time stuff still talked short black man informant mafia nickname munchkin calling little person considered infantilizing dehumanizing also great personal grievance mine native america constantly referred indian throughout game brian actually called native american start thing get offensive enough meet character named joshua desert horribly racist japanese stereotype fake accent buck teeth clothes work game company spain would expect sort thing america apparently global problem stiff robotic animation whole argument mostly forgiven due fact b developer pendulo studio constant financial crisis misstep include go pixel hunting certain object blend background little well along puzzle solved logical way lot trial error trying figure combine take away enjoying game plus planning save gina desert brian repeat plan item get help enact like need repeat whole plan every single time mention new part player smarter think brian gave gina little quickly fell hole least try look first thinking dead speaking gina thrilled outfit choice especially desert seriously boob get sunburnt fact plot device character justice brian accidently hit car never would met probably would died go much throughout course game yet regulated secondary character look find wondering thing would different protagonist,6.0,0.9859,Positive,0.20932499999999998,0.024137499999999992,0.17283846153846155,-0.20413333333333336,0.4867666666666666,,-0.09866666666666667,,0.0,-0.08389999999999997,,
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",User,10.0,One of the most interesting games of my childhood. This brings memories back.,"['one', 'interesting', 'game', 'childhood', 'brings', 'memory', 'back']",one interesting game childhood brings memory back,10.0,0.3167,Positive,,,,0.3167,,,,,,,,
Runaway: A Road Adventure,Pendulo Studios,"Tri Synergy, Focus Home Interactive, Dinamic Multimedia, Crimson Cow, Ascaron Entertainment, Peter Games",User,7.0,"Good Adventure, but i will not suggest it to new players who should look for more friendly staples.

The story is somewhat strained in the beginning, but past chapter 1 it gets better, and the ending actually remedies the lopsided start.

The puzzles are ok for the most part, some are believable, others - well, you gotta stretch your imagination and bend the rules a bit to count them valid puzzles.  The main problem is the intentional item hiding on the designer's side.  Terrible pixel hunting.  Sometimes the protagonist enters an area and covers the item which is already hard to spot by default.  I mean, Dev's, this game is oldish, i get it - but why would you hide things from the player in an Adventure genre?  Why?

I played all 3 games of the series.  The last implementation is the best and resolves pretty much all my complains for the first two parts.","['good', 'suggest', 'new', 'player', 'look', 'friendly', 'staple', 'story', 'somewhat', 'strained', 'beginning', 'past', 'chapter', 'get', 'better', 'ending', 'actually', 'remedy', 'lopsided', 'start', 'puzzle', 'ok', 'part', 'believable', 'others', 'well', 'got', 'ta', 'stretch', 'imagination', 'bend', 'rule', 'bit', 'count', 'valid', 'puzzle', 'main', 'problem', 'intentional', 'item', 'hiding', 'designer', 'side', 'terrible', 'pixel', 'hunting', 'sometimes', 'protagonist', 'enters', 'area', 'cover', 'item', 'already', 'hard', 'spot', 'default', 'mean', 'dev', 'game', 'oldish', 'get', 'would', 'hide', 'thing', 'player', 'genre', 'played', 'game', 'series', 'last', 'implementation', 'best', 'resolve', 'pretty', 'much', 'complains', 'first', 'two', 'part']",good suggest new player look friendly staple story somewhat strained beginning past chapter get better ending actually remedy lopsided start puzzle ok part believable others well got ta stretch imagination bend rule bit count valid puzzle main problem intentional item hiding designer side terrible pixel hunting sometimes protagonist enters area cover item already hard spot default mean dev game oldish get would hide thing player genre played game series last implementation best resolve pretty much complains first two part,7.0,0.7929,Positive,0.4848,-0.1027,0.291825,0.5106,0.20395000000000002,,0.19105,,,,,
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",Critic,80.0,"It might sit a little short of Transcendence, but at four o'clock in the morning you probably won't even notice.","['might', 'sit', 'little', 'short', 'transcendence', 'four', 'morning', 'probably', 'wo', 'even', 'notice']",might sit little short transcendence four morning probably wo even notice,80.0,0.0,Neutral,,,,,,,,,,0.0,,
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",Critic,80.0,The unoriginality in unit appearance kind of killed the game for me and the good soundtrack that overshadows the game can get on your last nerve depending on how long you've been playing. It just continually loops.,"['unoriginality', 'unit', 'appearance', 'kind', 'killed', 'game', 'good', 'soundtrack', 'overshadows', 'game', 'get', 'last', 'nerve', 'depending', 'long', 'playing', 'continually', 'loop']",unoriginality unit appearance kind killed game good soundtrack overshadows game get last nerve depending long playing continually loop,80.0,-0.4391,Negative,-0.4391,,-0.4391,-0.4391,,,0.0,,,-0.4391,,
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",Critic,91.0,"Another one of those games that can make hours pass like minutes...With its top-notch diplomacy, civilization building, and wargame elements, Alpha Centauri is the new pinnacle of turn-based strategy games.","['another', 'one', 'game', 'make', 'hour', 'pas', 'like', 'minute', 'diplomacy', 'civilization', 'building', 'wargame', 'element', 'new', 'pinnacle', 'strategy', 'game']",another one game make hour pas like minute diplomacy civilization building wargame element new pinnacle strategy game,91.0,0.3612,Positive,,,,,0.3612,,0.3612,,0.3612,0.3612,,0.3612
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",User,3.0,"Alpha Centauri is a sci-fi themed spin-off of Civilization II. The AI is still brain-dead, the graphics are even uglier, and the balance is awful. The developers got rid of the fortify ability and scrapped the infantry/armour/artillery triangle - the result is an offense focused positioning game. I'm sure every player of Civ II thought what the game really needed was more micro-management. By rushing laser speeders, you can comfortably wipe your neighbouring opponents off the map before they even get off the ground.

Three mods attempt to fix the balance - Thinker makes the AI smarter, Growth removes features the AI struggles with, and Will to Power tries to re-balance in the style of the original Civ II. Having tested all of them, I can say that none of them are able to make enough fixes to make Alpha Centauri worth playing.","['themed', 'civilization', 'ii', 'ai', 'still', 'graphic', 'even', 'uglier', 'balance', 'awful', 'developer', 'got', 'rid', 'fortify', 'ability', 'scrapped', 'triangle', 'result', 'offense', 'focused', 'positioning', 'game', 'sure', 'every', 'player', 'civ', 'ii', 'thought', 'game', 'really', 'needed', 'rushing', 'laser', 'speeder', 'comfortably', 'wipe', 'neighbouring', 'opponent', 'map', 'even', 'get', 'ground', 'three', 'mod', 'attempt', 'fix', 'balance', 'thinker', 'make', 'ai', 'smarter', 'growth', 'remove', 'feature', 'ai', 'struggle', 'power', 'try', 'style', 'original', 'civ', 'ii', 'tested', 'say', 'none', 'able', 'make', 'enough', 'fix', 'make', 'worth', 'playing']",themed civilization ii ai still graphic even uglier balance awful developer got rid fortify ability scrapped triangle result offense focused positioning game sure every player civ ii thought game really needed rushing laser speeder comfortably wipe neighbouring opponent map even get ground three mod attempt fix balance thinker make ai smarter growth remove feature ai struggle power try style original civ ii tested say none able make enough fix make worth playing,3.0,0.7964,Positive,,,0.12166666666666666,0.0,,,0.196625,,0.4215,0.4215,,0.2263
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",User,10.0,"I use the Social Engineering screen from this game to explain to people that just because the US is a free market democracy and others have been planned police states, doesn't mean that they are the only options that could exist. 

And that within those combinations, that your societies values still matter. I tie in that even impeached republican Richard Nixon ran a free market democracy, but that he prioritized knowledge as a core value. And that from the high school movement in the 1920s forward, having knowledge as our values is what enabled us to become so strong.

And contrast it with Wealth values policies like tax cuts for the wealthy while ignoring the knowledge values policies to make education accessible to everyone, that were already proven successful in our own history....

And then I use the Future Societies to hammer it into people's heads that eventually we will progress past many outdated views. Cybernetic utilizes automation to free humans for more creative tasks. Eudemonic encourages citizens to achieve happiness through fulfillment in a tolerant society without violence. Or we can continue the path of Thought Control, using triggers that create a population that is obedient, loyal, and rejects outside ideas....

I also use SimCity 2000 tax rates to explain the concept that if taxes are too low, you can't afford the services that enable a strong and thriving economy. And if taxes are too high, your government will kill all growth, and create a downward spiral, and also... won't be able to afford the services that enable a strong and thriving economy.

In conclusion, I believe that all members of congress and presidential candidates should be required to demonstrate that they can successfully balance these priorities by succeeding in these two games before they are given the green light to prove that they are incapable and fail to effectively manage the government in the real world.","['use', 'social', 'engineering', 'screen', 'game', 'explain', 'people', 'u', 'free', 'market', 'democracy', 'others', 'planned', 'police', 'state', 'mean', 'option', 'could', 'exist', 'within', 'combination', 'society', 'value', 'still', 'matter', 'tie', 'even', 'impeached', 'republican', 'richard', 'nixon', 'ran', 'free', 'market', 'democracy', 'prioritized', 'knowledge', 'core', 'value', 'high', 'school', 'movement', 'forward', 'knowledge', 'value', 'enabled', 'u', 'become', 'strong', 'contrast', 'wealth', 'value', 'policy', 'like', 'tax', 'cut', 'wealthy', 'ignoring', 'knowledge', 'value', 'policy', 'make', 'education', 'accessible', 'everyone', 'already', 'proven', 'successful', 'history', 'use', 'future', 'society', 'hammer', 'people', 'head', 'eventually', 'progress', 'past', 'many', 'outdated', 'view', 'cybernetic', 'utilizes', 'automation', 'free', 'human', 'creative', 'task', 'eudemonic', 'encourages', 'citizen', 'achieve', 'happiness', 'fulfillment', 'tolerant', 'society', 'without', 'violence', 'continue', 'path', 'thought', 'control', 'using', 'trigger', 'create', 'population', 'obedient', 'loyal', 'reject', 'outside', 'idea', 'also', 'use', 'simcity', 'tax', 'rate', 'explain', 'concept', 'tax', 'low', 'ca', 'afford', 'service', 'enable', 'strong', 'thriving', 'economy', 'tax', 'high', 'government', 'kill', 'growth', 'create', 'downward', 'spiral', 'also', 'wo', 'able', 'afford', 'service', 'enable', 'strong', 'thriving', 'economy', 'conclusion', 'believe', 'member', 'congress', 'presidential', 'candidate', 'required', 'demonstrate', 'successfully', 'balance', 'priority', 'succeeding', 'two', 'game', 'given', 'green', 'light', 'prove', 'incapable', 'fail', 'effectively', 'manage', 'government', 'real', 'world']",use social engineering screen game explain people u free market democracy others planned police state mean option could exist within combination society value still matter tie even impeached republican richard nixon ran free market democracy prioritized knowledge core value high school movement forward knowledge value enabled u become strong contrast wealth value policy like tax cut wealthy ignoring knowledge value policy make education accessible everyone already proven successful history use future society hammer people head eventually progress past many outdated view cybernetic utilizes automation free human creative task eudemonic encourages citizen achieve happiness fulfillment tolerant society without violence continue path thought control using trigger create population obedient loyal reject outside idea also use simcity tax rate explain concept tax low ca afford service enable strong thriving economy tax high government kill growth create downward spiral also wo able afford service enable strong thriving economy conclusion believe member congress presidential candidate required demonstrate successfully balance priority succeeding two game given green light prove incapable fail effectively manage government real world,10.0,0.9982,Positive,0.936,0.39495,0.4939,0.4939,0.787,0.5185,0.56666,0.5106,0.5022500000000001,,,0.696825
Sid Meier's Alpha Centauri,Firaxis Games,"Electronic Arts, Square EA, Sold Out Software, ak tronic",User,8.0,Good game plenty of options. It's very similar to the civ saga                    .,"['good', 'game', 'plenty', 'option', 'similar', 'civ', 'saga']",good game plenty option similar civ saga,8.0,0.4404,Positive,,,,,,,0.4404,,0.4404,,,
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",Critic,75.0,"It’s an interesting take on a formula you’d think would be played out by now, done in a way that shows there’s life in the card-based genre yet.","['interesting', 'take', 'formula', 'think', 'would', 'played', 'done', 'way', 'show', 'life', 'genre', 'yet']",interesting take formula think would played done way show life genre yet,75.0,0.25,Positive,,,,,,,,,,,,
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",Critic,70.0,Quotation forthcoming.,"['quotation', 'forthcoming']",quotation forthcoming,70.0,0.0,Neutral,,,,,,,,,,,,
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",Critic,80.0,"Foretales spearheads the card-based genre into an unexplored amalgamation of narration and choose-your-own-adventure though I wish it hadn't strayed from its card battler roots so much, which ultimately leads to a simple gameplay loop.","['spearhead', 'genre', 'unexplored', 'amalgamation', 'narration', 'though', 'wish', 'strayed', 'card', 'battler', 'root', 'much', 'ultimately', 'lead', 'simple', 'gameplay', 'loop']",spearhead genre unexplored amalgamation narration though wish strayed card battler root much ultimately lead simple gameplay loop,80.0,0.2263,Positive,0.2263,,,,0.2263,,0.2263,,,,,
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",Critic,85.0,"Foretales is a distinctive and entertaining card-based narrative adventure. The game mechanics that blend exploration, resource management, and combat are always intriguing and varied, if occasionally a bit more complex than they should be. Plot, characters, and setting are interesting to discover, and the game structure is designed to make replaying over and over enjoyable.","['distinctive', 'entertaining', 'narrative', 'adventure', 'game', 'mechanic', 'blend', 'exploration', 'resource', 'management', 'combat', 'always', 'intriguing', 'varied', 'occasionally', 'bit', 'complex', 'plot', 'character', 'setting', 'interesting', 'discover', 'game', 'structure', 'designed', 'make', 'replaying', 'enjoyable']",distinctive entertaining narrative adventure game mechanic blend exploration resource management combat always intriguing varied occasionally bit complex plot character setting interesting discover game structure designed make replaying enjoyable,85.0,0.8271,Positive,0.5199,0.5994,,,0.41285000000000005,,,,0.2263,0.5994,,
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",Critic,80.0,"Foretales spearheads the card-based genre into an unexplored amalgamation of narration and choose-your-own-adventure though I wish it hadn't strayed from its card battler roots so much, which ultimately leads to a simple gameplay loop.","['spearhead', 'genre', 'unexplored', 'amalgamation', 'narration', 'though', 'wish', 'strayed', 'card', 'battler', 'root', 'much', 'ultimately', 'lead', 'simple', 'gameplay', 'loop']",spearhead genre unexplored amalgamation narration though wish strayed card battler root much ultimately lead simple gameplay loop,80.0,0.2263,Positive,0.2263,,,,0.2263,,0.2263,,,,,
